URI,Citation URI,Item Label,Project Label,Project URI,Context (1),Context (2),Context (3),Context (4),Context (5),Context URI,Latitude (WGS-84),Longitude (WGS-84),Early BCE/CE,Late BCE/CE,Item Category,Published Date,Updated Date,Has type,Collection Type,Recorded by,Chronotype,Material,Period,Find Color,Fabric group,Extant Part,Un,Comments,Date Read,Quantity,Reader Number,Weight,Duration,End date,Start date
http://opencontext.org/subjects/3F36780A-E51C-4116-9950-65427D8BF01D,https://n2t.net/ark:/28722/k2th8df3h,Batch 25,Pyla-Koutsopetria Archaeological Project I: Pedestrian Survey,http://opencontext.org/projects/3F6DCD13-A476-488E-ED10-47D25513FCB2,Cyprus,PKAP Survey Area,Vigla North,Vigla North,Unit 1011,http://opencontext.org/subjects/378E6962-E5F6-487C-0DE1-35C23C282143,34.98601563,33.70849358,-750,-312,Sample,2013-10-25T00:00:00Z,2018-05-31T22:04:55Z,,Survey,R. Scott Moore,"Figurine, Archaic",pottery,Cypro-Archaic,green,medium coarse,,1011_25_1,figurine,,3,1,130,438,0,0
http://opencontext.org/subjects/71386C7D-3B5C-4ED9-6A05-04CE610D8500,https://n2t.net/ark:/28722/k2pg1kj07,Batch 27,Pyla-Koutsopetria Archaeological Project I: Pedestrian Survey,http://opencontext.org/projects/3F6DCD13-A476-488E-ED10-47D25513FCB2,Cyprus,PKAP Survey Area,Kokkinokremos Plain,Unit 204,,http://opencontext.org/subjects/BA828FB5-33D3-4CFC-CEA5-99A0BF408203,34.98751706,33.71700622,300,749,Sample,2013-10-25T00:00:00Z,2018-05-31T22:37:10Z,,Survey,R. Scott Moore,Cypriot Red Slip 2,pottery,"Roman, Late",pink,fine,rim,204_27_1,A162,,1,1,6,449,749,300
http://opencontext.org/subjects/66E4F080-0820-456D-9F8A-603E1D3751EF,https://n2t.net/ark:/28722/k2wp9w233,Batch 33,Pyla-Koutsopetria Archaeological Project I: Pedestrian Survey,http://opencontext.org/projects/3F6DCD13-A476-488E-ED10-47D25513FCB2,Cyprus,PKAP Survey Area,Paleokastro,Unit 61,,http://opencontext.org/subjects/FF4BE060-C789-4686-6BCA-FCE6F25033BD,34.98179219,33.7090685,300,749,Sample,2013-10-25T00:00:00Z,2018-05-31T21:53:46Z,,Survey,R. Scott Moore,Cypriot Red Slip 9,pottery,"Roman, Late",pink,fine,rim,61_33_1,A.171,,1,1,12,449,749,300
http://opencontext.org/subjects/1ABAE5B5-0CD8-48FA-D46C-7A058B4573AC,https://n2t.net/ark:/28722/k2j09xz8k,Batch 9,Pyla-Koutsopetria Archaeological Project I: Pedestrian Survey,http://opencontext.org/projects/3F6DCD13-A476-488E-ED10-47D25513FCB2,Cyprus,PKAP Survey Area,Paleokastro,Unit 101,,http://opencontext.org/subjects/9C44FE53-EB74-42D4-0FCB-505D770B043C,34.98287167,33.70951596,-99,749,Sample,2013-10-25T00:00:00Z,2018-05-31T22:00:07Z,,Survey,R. Scott Moore,"Medium Coarse Ware, Roman",pottery,Roman,brown,medium coarse,rim,101_9_1,,,1,1,25,848,749,0
http://opencontext.org/subjects/7847E5E1-EF5D-4FDA-9498-B71FCBF0EE6E,https://n2t.net/ark:/28722/k2862d631,Batch 37,Pyla-Koutsopetria Archaeological Project I: Pedestrian Survey,http://opencontext.org/projects/3F6DCD13-A476-488E-ED10-47D25513FCB2,Cyprus,PKAP Survey Area,Paleokastro,Unit 56,,http://opencontext.org/subjects/7EF1D2CA-DF5E-4A27-D60D-1801BDB595E4,34.98106578,33.70993877,300,749,Sample,2013-10-25T00:00:00Z,2018-05-31T23:26:48Z,Late Roman 1 Amphora; amphora,Survey,R. Scott Moore,"Amphora, Late Roman 1",pottery,"Roman, Late",orange,amphora,handle,56_37_1,,,3,1,302,449,749,300
http://opencontext.org/subjects/4DACCC2D-FB42-4015-5873-55AF374F8FFD,https://n2t.net/ark:/28722/k2cr5q697,Batch 36,Pyla-Koutsopetria Archaeological Project I: Pedestrian Survey,http://opencontext.org/projects/3F6DCD13-A476-488E-ED10-47D25513FCB2,Cyprus,PKAP Survey Area,Paleokastro,Unit 73,,http://opencontext.org/subjects/7A609EDC-A94F-419A-9026-76524991E4D2,34.9821554,33.70863336,-750,-100,Sample,2013-10-25T00:00:00Z,2018-05-31T23:26:00Z,,Survey,Mara Horowitz,"Storage, Archaic Basket Handle",pottery,Archaic-Hellenistic,pinkish,coarse,handle,73_36_2,Archaic handle?,,2,2,187,650,0,0
http://opencontext.org/subjects/70B2FE86-E984-40D3-E9EE-C845B186F15C,https://n2t.net/ark:/28722/k2br8p863,Batch 36,Pyla-Koutsopetria Archaeological Project I: Pedestrian Survey,http://opencontext.org/projects/3F6DCD13-A476-488E-ED10-47D25513FCB2,Cyprus,PKAP Survey Area,Vigla North,Vigla North,Unit 1009,http://opencontext.org/subjects/197ED69B-D573-48BE-7B99-C268280FDFCC,34.98638618,33.70918423,-1050,-312,Sample,2013-10-25T00:00:00Z,2018-05-31T23:33:40Z,,Survey,R. Scott Moore,"Coarseware, Iron Age",pottery,Iron Age,orange,coarse,body sherd,1009_36_1,black painted,,2,1,57,738,0,0
http://opencontext.org/subjects/489549E7-F08A-4D68-ACA2-BB85772F601E,https://n2t.net/ark:/28722/k2zg6j31v,Batch 19,Pyla-Koutsopetria Archaeological Project I: Pedestrian Survey,http://opencontext.org/projects/3F6DCD13-A476-488E-ED10-47D25513FCB2,Cyprus,PKAP Survey Area,Kokkinokremos Plain,Unit 232,,http://opencontext.org/subjects/43D3C3A4-5349-48E2-0013-0522B034EB5C,34.98537094,33.71391989,300,749,Sample,2013-10-25T00:00:00Z,2018-05-31T22:18:50Z,Late Roman 1 Amphora; amphora,Survey,R. Scott Moore,"Amphora, Late Roman 1",pottery,"Roman, Late",pink,amphora,handle,232_19_1,,,3,1,159,449,749,300
http://opencontext.org/subjects/AACB3C02-1E51-4FC1-61BA-D19ECDBEB63D,https://n2t.net/ark:/28722/k2833pt66,Batch 24,Pyla-Koutsopetria Archaeological Project I: Pedestrian Survey,http://opencontext.org/projects/3F6DCD13-A476-488E-ED10-47D25513FCB2,Cyprus,PKAP Survey Area,Kokkinokremos Plain,Unit 231,,http://opencontext.org/subjects/E1557C5B-6685-40C4-902B-ADF960496854,34.98537349,33.71348165,300,749,Sample,2013-10-25T00:00:00Z,2018-05-31T22:07:26Z,Late Roman 1 Amphora; amphora,Survey,R. Scott Moore,"Amphora, Late Roman 1",pottery,"Roman, Late",orange,amphora,handle,231_24_1,,,5,1,279,449,749,300
http://opencontext.org/subjects/5BD1332C-2E31-4F42-E316-80103A151986,https://n2t.net/ark:/28722/k2tq5t905,Batch 17,Pyla-Koutsopetria Archaeological Project I: Pedestrian Survey,http://opencontext.org/projects/3F6DCD13-A476-488E-ED10-47D25513FCB2,Cyprus,PKAP Survey Area,Kokkinokremos Plain,Unit 232,,http://opencontext.org/subjects/43D3C3A4-5349-48E2-0013-0522B034EB5C,34.98537094,33.71391989,300,749,Sample,2013-10-25T00:00:00Z,2018-05-31T23:33:45Z,Late Roman 1 Amphora; amphora,Survey,R. Scott Moore,"Amphora, Late Roman 1",pottery,"Roman, Late",buff,amphora,handle,232_17_1,,,5,1,344,449,749,300
http://opencontext.org/subjects/473E0DE2-00CF-43E8-A14A-72381BB2C2E3,https://n2t.net/ark:/28722/k2hm54f0v,Batch 18,Pyla-Koutsopetria Archaeological Project I: Pedestrian Survey,http://opencontext.org/projects/3F6DCD13-A476-488E-ED10-47D25513FCB2,Cyprus,PKAP Survey Area,Dhekeleia,Unit 223,,http://opencontext.org/subjects/8E773523-4391-4A86-BB6E-96733D83FA8C,34.98573161,33.71392299,300,749,Sample,2013-10-25T00:00:00Z,2018-05-31T21:55:27Z,Late Roman 1 Amphora; amphora,Survey,R. Scott Moore,"Amphora, Late Roman 1",pottery,"Roman, Late",buff,amphora,handle,223_18_1,,,5,1,256,449,749,300
http://opencontext.org/subjects/4E567B0F-B81C-4450-77C6-3617A7E9AD4C,https://n2t.net/ark:/28722/k2mg7hp96,Batch 19,Pyla-Koutsopetria Archaeological Project I: Pedestrian Survey,http://opencontext.org/projects/3F6DCD13-A476-488E-ED10-47D25513FCB2,Cyprus,PKAP Survey Area,Vigla,Unit 501,,http://opencontext.org/subjects/C3EDBDC2-6B6B-4885-BEA5-16F8E75B5881,34.9837667,33.70620921,300,749,Sample,2013-10-25T00:00:00Z,2018-05-31T21:58:49Z,,Survey,R. Scott Moore,"Coarse Ware, Roman Late",pottery,"Roman, Late",orange,coarse,handle,501_19_1,,,5,1,616,449,749,300
http://opencontext.org/subjects/D7274ED0-B88A-4775-38EB-D18DE030B662,https://n2t.net/ark:/28722/k21g0kp0r,Batch 145 (exp),Pyla-Koutsopetria Archaeological Project I: Pedestrian Survey,http://opencontext.org/projects/3F6DCD13-A476-488E-ED10-47D25513FCB2,Cyprus,PKAP Survey Area,Vigla,Unit 501,,http://opencontext.org/subjects/C3EDBDC2-6B6B-4885-BEA5-16F8E75B5881,34.9837667,33.70620921,-311,-100,Sample,2013-10-25T00:00:00Z,2018-05-31T22:19:21Z,Northern Coastal Hellenistic Fine ware,Survey,R. Scott Moore,"Fineware, Hellenistic Color Coated Ware",pottery,Hellenistic,fine buff,fine,handle,501.1_145_1,"reddish slip, triangular",,1,1,14,211,0,0
http://opencontext.org/subjects/0D160AE1-1F87-42EF-B768-7D4AA6760570,https://n2t.net/ark:/28722/k2765cb37,Batch 42 (exp),Pyla-Koutsopetria Archaeological Project I: Pedestrian Survey,http://opencontext.org/projects/3F6DCD13-A476-488E-ED10-47D25513FCB2,Cyprus,PKAP Survey Area,Koutsopetria - Paleokastro,Unit 18,,http://opencontext.org/subjects/E0B13BEF-BDEA-494C-F838-6F254EBF3AF4,34.98107335,33.70862402,300,749,Sample,2013-10-25T00:00:00Z,2018-05-31T22:52:57Z,,Survey,R. Scott Moore,Cypriot Red Slip 9,pottery,"Roman, Late",buff,fine,rim,18.1_42_1,Hayes 9.13,,1,1,36,449,749,300
http://opencontext.org/subjects/B70DB19F-0357-4FAA-3ADA-2865ECAD7C5F,FALSE,Batch 97,Pyla-Koutsopetria Archaeological Project I: Pedestrian Survey,http://opencontext.org/projects/3F6DCD13-A476-488E-ED10-47D25513FCB2,Cyprus,PKAP Survey Area,Vigla-Ridge,Unit 1401,,http://opencontext.org/subjects/5D929F8A-2E4F-4431-2271-ED2232D55F64,34.98329609,33.70676154,-311,299,Sample,2013-10-25T00:00:00Z,2018-05-31T22:32:31Z,,Survey,R. Scott Moore,"Fineware, Hellenistic-Roman Early",pottery,Hellenistic-Early Roman,orange,fine,body sherd,1401_97_1,Myc?,,3,1,37,610,299,0
http://opencontext.org/subjects/7F71B3B7-AFF8-479E-982A-5F2DACA175BD,https://n2t.net/ark:/28722/k2736nx8x,Batch 21,Pyla-Koutsopetria Archaeological Project I: Pedestrian Survey,http://opencontext.org/projects/3F6DCD13-A476-488E-ED10-47D25513FCB2,Cyprus,PKAP Survey Area,Kokkinokremos Plain,Unit 208,,http://opencontext.org/subjects/22EE9EC5-9379-44D8-1B9A-F28759B08AE3,34.98787261,33.71788583,300,749,Sample,2013-10-25T00:00:00Z,2018-05-31T23:27:22Z,,Survey,R. Scott Moore,Cypriot Red Slip 1,pottery,"Roman, Late",pink,fine,rim,208_21_1,w. 157,,1,1,13,449,749,300
http://opencontext.org/subjects/1B86108D-305D-4221-6F2B-489DE72F7D5C,https://n2t.net/ark:/28722/k25m64117,Batch 43,Pyla-Koutsopetria Archaeological Project I: Pedestrian Survey,http://opencontext.org/projects/3F6DCD13-A476-488E-ED10-47D25513FCB2,Cyprus,PKAP Survey Area,Koutsopetria - Paleokastro,Unit 8,,http://opencontext.org/subjects/CC092469-2253-4B04-6A58-3F9B586F16CA,34.98216803,33.70644251,300,749,Sample,2013-10-25T00:00:00Z,2018-05-31T23:33:45Z,,Survey,R. Scott Moore,Cypriot Red Slip 7,pottery,"Roman, Late",pink,fine,rim,8_43_1,w. 196-198,,1,1,26,449,749,300
http://opencontext.org/subjects/C7032FAD-4CCF-4A04-6FF5-89CEBB11186C,https://n2t.net/ark:/28722/k2z89491n,Batch 36,Pyla-Koutsopetria Archaeological Project I: Pedestrian Survey,http://opencontext.org/projects/3F6DCD13-A476-488E-ED10-47D25513FCB2,Cyprus,PKAP Survey Area,Paleokastro,Unit 62,,http://opencontext.org/subjects/F4748EBB-2047-48D7-136B-D176EDDC6CDB,34.98179472,33.70863028,-99,749,Sample,2013-10-25T00:00:00Z,2018-05-31T23:29:40Z,,Survey,R. Scott Moore,African Red Slip,pottery,Roman,buff,fine,rim,62_36_1,ARS 67; K. 65,,1,1,59,848,749,0
http://opencontext.org/subjects/06D17669-1EFC-4815-8E9D-F0E03396CCAE,FALSE,Batch 42,Pyla-Koutsopetria Archaeological Project I: Pedestrian Survey,http://opencontext.org/projects/3F6DCD13-A476-488E-ED10-47D25513FCB2,Cyprus,PKAP Survey Area,Koutsopetria - Paleokastro,Unit 9,,http://opencontext.org/subjects/8ADF82D8-5A3E-4DC9-08FC-B2274C4198F1,34.98217056,33.70600404,300,749,Sample,2013-10-25T00:00:00Z,2018-05-31T23:25:19Z,,Survey,R. Scott Moore,"African Red Slip 105, Imitation",pottery,"Roman, Late",orange,fine,rim,9_42_1,A.299,,1,1,15,449,749,300
http://opencontext.org/subjects/443EC56F-2016-4790-E44C-C51677E537ED,FALSE,Batch 38,Pyla-Koutsopetria Archaeological Project I: Pedestrian Survey,http://opencontext.org/projects/3F6DCD13-A476-488E-ED10-47D25513FCB2,Cyprus,PKAP Survey Area,Koutsopetria - Paleokastro,Unit 9,,http://opencontext.org/subjects/8ADF82D8-5A3E-4DC9-08FC-B2274C4198F1,34.98217056,33.70600404,300,749,Sample,2013-10-25T00:00:00Z,2018-05-31T22:06:16Z,,Survey,R. Scott Moore,Phocaean Ware 3,pottery,"Roman, Late",purple,fine,rim,9_38_1,H3.10,,1,1,13,449,749,300
http://opencontext.org/subjects/22BC820A-81CB-4402-6035-3B758038BF5C,https://n2t.net/ark:/28722/k2j96257d,Batch 30,Pyla-Koutsopetria Archaeological Project I: Pedestrian Survey,http://opencontext.org/projects/3F6DCD13-A476-488E-ED10-47D25513FCB2,Cyprus,PKAP Survey Area,Koutsopetria - Paleokastro,Unit 15,,http://opencontext.org/subjects/CEA97DB8-1EA0-4F48-92AC-160E0741A668,34.98143405,33.70862721,300,749,Sample,2013-10-25T00:00:00Z,2018-05-31T22:12:13Z,,Survey,R. Scott Moore,"Coarse Ware, Roman Late",pottery,"Roman, Late",orange,coarse,handle,15_30_1,,,1,1,87,449,749,300
http://opencontext.org/subjects/E4C3DB91-C83F-45B9-DFFD-1C68DC16CD9D,https://n2t.net/ark:/28722/k23n2287n,Batch 16,Pyla-Koutsopetria Archaeological Project I: Pedestrian Survey,http://opencontext.org/projects/3F6DCD13-A476-488E-ED10-47D25513FCB2,Cyprus,PKAP Survey Area,Paleokastro,Unit 93,,http://opencontext.org/subjects/EBB05A71-D2E0-4F1E-3237-F8BAAA11915D,34.98042071,33.7041202,300,749,Sample,2013-10-25T00:00:00Z,2018-05-31T22:10:23Z,Late Roman 1 Amphora; amphora,Survey,R. Scott Moore,"Amphora, Late Roman 1",pottery,"Roman, Late",buff,amphora,handle,93_16_1,,,2,1,211,449,749,300
http://opencontext.org/subjects/B8A8B065-07F6-4E59-3B15-6E44E89C9319,https://n2t.net/ark:/28722/k2sx6642k,Batch 137 (exp),Pyla-Koutsopetria Archaeological Project I: Pedestrian Survey,http://opencontext.org/projects/3F6DCD13-A476-488E-ED10-47D25513FCB2,Cyprus,PKAP Survey Area,Vigla,Unit 501,,http://opencontext.org/subjects/C3EDBDC2-6B6B-4885-BEA5-16F8E75B5881,34.9837667,33.70620921,-474,-312,Sample,2013-10-25T00:00:00Z,2018-05-31T23:33:46Z,,Survey,R. Scott Moore,"Black Glazed, Attic, Classical",pottery,Classical,fine pink,fine,base,501.1_137_1,Ringfoot,,3,1,48,162,0,0
http://opencontext.org/subjects/96552D7C-234D-4884-E2AC-E57E9A166ACF,https://n2t.net/ark:/28722/k22806s4q,Batch 29,Pyla-Koutsopetria Archaeological Project I: Pedestrian Survey,http://opencontext.org/projects/3F6DCD13-A476-488E-ED10-47D25513FCB2,Cyprus,PKAP Survey Area,Vigla,Unit 1014,,http://opencontext.org/subjects/C3DB9134-4A50-45F1-7BE5-838F99DD1E76,34.98742865,33.70851493,-99,749,Sample,2013-10-25T00:00:00Z,2018-05-31T23:03:23Z,amphora,Survey,R. Scott Moore,"Amphora, Roman",pottery,Roman,orange,amphora,toe,1014_29_1,Mushroom cap,,1,1,64,848,749,0
http://opencontext.org/subjects/7B685413-E49D-47C4-9ECF-647D0049F2DF,FALSE,Batch 114,Pyla-Koutsopetria Archaeological Project I: Pedestrian Survey,http://opencontext.org/projects/3F6DCD13-A476-488E-ED10-47D25513FCB2,Cyprus,PKAP Survey Area,Vigla-Ridge,Unit 1400,,http://opencontext.org/subjects/FC413211-D9A6-47C8-D1C0-FA7E9A6B228A,34.98337838,33.70746441,-750,749,Sample,2013-10-25T00:00:00Z,2018-05-31T22:03:16Z,amphora,Survey,R. Scott Moore,"Amphora, Ancient Historic",pottery,Ancient Historic,buff,amphora,handle,1400_114_1,,,1,1,198,1499,749,0
http://opencontext.org/subjects/58AE2EE9-678B-4EC8-53BB-04339E059150,https://n2t.net/ark:/28722/k29884h50,Batch 19,Pyla-Koutsopetria Archaeological Project I: Pedestrian Survey,http://opencontext.org/projects/3F6DCD13-A476-488E-ED10-47D25513FCB2,Cyprus,PKAP Survey Area,Koutsopetria - Paleokastro,Unit 23,,http://opencontext.org/subjects/890EAD64-8D3D-4702-0518-1F72759F26BA,34.98108602,33.70643306,300,749,Sample,2013-10-25T00:00:00Z,2018-05-31T22:04:44Z,Late Roman 1 Amphora; amphora,Survey,R. Scott Moore,"Amphora, Late Roman 1",pottery,"Roman, Late",pink,amphora,handle,23_19_1,coarse,,3,1,258,449,749,300
http://opencontext.org/subjects/43212665-CA83-4BAA-7160-130E3D3DEB3C,https://n2t.net/ark:/28722/k2zw1bn28,Batch 117 (exp),Pyla-Koutsopetria Archaeological Project I: Pedestrian Survey,http://opencontext.org/projects/3F6DCD13-A476-488E-ED10-47D25513FCB2,Cyprus,PKAP Survey Area,Paleokastro,Unit 71,,http://opencontext.org/subjects/3CE25D0B-87AA-40D2-5847-66DF276D3030,34.98251353,33.70907466,300,749,Sample,2013-10-25T00:00:00Z,2018-05-31T22:43:41Z,,Survey,R. Scott Moore,Phocaean Ware 3,pottery,"Roman, Late",pink,fine,rim,71.1_117_1,,,1,1,9,449,749,300
http://opencontext.org/subjects/E0D132D5-FD0F-4C78-9E04-B95B12603537,https://n2t.net/ark:/28722/k2j09xz54,Batch 46 (exp),Pyla-Koutsopetria Archaeological Project I: Pedestrian Survey,http://opencontext.org/projects/3F6DCD13-A476-488E-ED10-47D25513FCB2,Cyprus,PKAP Survey Area,Vigla,Unit 501,,http://opencontext.org/subjects/C3EDBDC2-6B6B-4885-BEA5-16F8E75B5881,34.9837667,33.70620921,-474,-100,Sample,2013-10-25T00:00:00Z,2018-05-31T22:42:09Z,amphora,Survey,R. Scott Moore,"Amphora, Classical-Hellenistic",pottery,Classical-Hellenistic,coarse orange,amphora,toe,501.1_46_1,"solid bulb, toe, little mica",,1,1,396,374,0,0
http://opencontext.org/subjects/657CC40B-89E4-4C1A-3BCA-74817D16E841,https://n2t.net/ark:/28722/k2xs5mc25,Batch 31,Pyla-Koutsopetria Archaeological Project I: Pedestrian Survey,http://opencontext.org/projects/3F6DCD13-A476-488E-ED10-47D25513FCB2,Cyprus,PKAP Survey Area,Kokkinokremos Plain,Unit 203,,http://opencontext.org/subjects/933FF670-147C-4351-E37B-B387F3124E48,34.9875145,33.71744447,300,749,Sample,2013-10-25T00:00:00Z,2018-05-31T22:01:03Z,,Survey,R. Scott Moore,Phocaean Ware 3,pottery,"Roman, Late",pink,fine,rim,203_31_1,w.274,,1,1,12,449,749,300
